State,City,Location,Station code,Type,Category of ES,No. of mon. days (n),Min,Max,NO2 Annual average (µg/m3),10 percentile,90 percentile,Std. Dev.,Percentage- exceedence(24 hourly),Air Quality
Maharashtra,Amravati,"Apurva Oil Industries, A-23, MIDC",549,RIRuO,NA,86,10,16,13,11,15,2,0,Low
Maharashtra,Amravati,"Elect. Dept., Govt College Engineering",548,RIRuO,NA,97,10,16,13,11,14,1,0,Low
Maharashtra,Amravati,"Rajkamal Square, Vaneeta Samaj",547,RIRuO,NA,95,10,18,14,12,17,2,0,Low
Maharashtra,Aurangabad,S.B.E.S. College,511,RIRuO,NA,104,22,72,32,24,38,7,0,Moderate
Maharashtra,Aurangabad,Collector Ofiice,512,RIRuO,NA,102,22,41,30,24,34,4,0,Moderate
Maharashtra,Aurangabad,"C.A.D.A. Ofiice, Garkheda",513,RIRuO,NA,102,21,77,33,25,39,8,0,Moderate
Maharashtra,Aurangabad,"MPCB, Chikalthana, Aurangabad",709,RIRuO,NA,Null,Null,Null,Null,Null,Null,Null,Null,Null
Maharashtra,Badlapur,BIWA Office,649,RIRuO,NA,69,15,118,63,28,95,27,17,Critical
Maharashtra,Chandrapur,Grampanchat Ghughus,267,RIRuO,NA,98,8,8,25,11,51,17,0,Moderate
Maharashtra,Chandrapur,M.I.D.C. Chandrapur,281,RIRuO,NA,111,10,95,31,15,52,15,1,Moderate
Maharashtra,Chandrapur,Nagar Parishad,396,RIRuO,NA,107,7,71,31,15,54,15,0,Moderate
Maharashtra,Chandrapur,"Gadchandur Gram Panchayat, Rajura",640,RIRuO,NA,87,7,64,23,9,41,0,13,Moderate
Maharashtra,Chandrapur,"MIDC, Tadali",638,RIRuO,NA,99,7,76,21,10,33,12,0,Moderate
Maharashtra,Chandrapur,"Muncipal Council, Ballarshah",639,RIRuO,NA,78,10,66,34,19,52,13,0,Moderate
Maharashtra,Jalgaon,B. J. Market,644,RIRuO,NA,104,23,51,42,31,48,6,0,High
Maharashtra,Jalgaon,Girna water tank,645,RIRuO,NA,104,17,45,37,30,43,6,0,Moderate
Maharashtra,Jalgaon,MIDC Jalgaon,646,RIRuO,NA,101,19,56,47,36,54,8,0,High
Maharashtra,Kolhapur,"University Campus, Shivaji University",508,ES,Sahyadri,104,8,16,11,9,13,2,0,Low
Maharashtra,Kolhapur,"Ruikar Trust, S.T. Stand",509,ES,Sahyadri,104,22,42,30,24,37,5,0,Moderate
Maharashtra,Kolhapur,"Mahadwar Road, Near Mahalaxmi Temple",510,ES,Sahyadri,105,14,33,23,18,29,4,0,Moderate
Maharashtra,Latur,MIDC Water Works,641,RIRuO,NA,105,9,40,16,10,24,6,0,Low
Maharashtra,Latur,Kshewraj Vidyalaya Shyam nagar,642,RIRuO,NA,103,8,31,14,9,20,5,0,Low
Maharashtra,Latur,Sidhheshwar Sahakari Bank Ganjgolai,643,RIRuO,NA,101,9,37,17,10,26,7,0,Low
Maharashtra,Lote,MIDC Chalkewadi,489,RIRuO,NA,53,9,76,31,15,47,15,0,Moderate
Maharashtra,Lote,"Pump House, CETP",490,RIRuO,NA,55,9,70,32,14,58,17,0,Moderate
Maharashtra,Mahad,"Water treatment plant, Bhirwadi",569,RIRuO,NA,81,27,47,36,29,43,5,0,Moderate
Maharashtra,Mahad,"EHS, building of M/s Privi organics",570,RIRuO,NA,71,27,54,41,32,48,6,0,High
Maharashtra,Mahad,"Mahatma Phule Hall, Mahad Nagar Parisha",571,RIRuO,NA,78,26,48,38,29,45,6,0,Moderate
Maharashtra,Mumbai,"Bank of India, Kalbadevi Branch, Kalbadevi",169,RIRuO,NA,94,5,189,35,8,62,29,4,Moderate
Maharashtra,Mumbai,"Parel TT, Ambedkar Road",170,RIRuO,NA,95,5,67,29,9,52,17,0,Moderate
Maharashtra,Mumbai,Worli,349,RIRuO,NA,86,5,170,39,7,73,28,3,Moderate
Maharashtra,Nagpur,Institution of Engineers,287,RIRuO,NA,100,19,130,40,24,60,19,4,Moderate
Maharashtra,Nagpur,"Govt. Polytechnic College, Sadar",314,RIRuO,NA,102,20,78,38,27,55,12,0,Moderate
Maharashtra,Nagpur,MIDC Office Hingana Road,288,RIRuO,NA,93,20,80,40,27,59,13,1,Moderate
Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna",165,RIRuO,NA,97,5,98,28,11,56,18,1,Moderate
Maharashtra,Nagpur,"Nagpur Coop Building, Maskasath, Itwari",166,RIRuO,NA,96,5,84,36,16,68,20,3,Moderate
Maharashtra,Nagpur,"NEERI Lab, Nehru Marg, Highway No. 7",167,RIRuO,NA,99,5,75,24,8,46,16,0,Moderate
Maharashtra,Nashik,R.T.O. Colony Tank,259,RIRuO,NA,104,19,33,27,23,31,3,0,Moderate
Maharashtra,Nashik,"VIP Industrial Area, MIDC Satpura",269,RIRuO,NA,104,22,36,28,24,32,3,0,Moderate
Maharashtra,Nashik,Nashik Municipal Council Building,280,RIRuO,NA,103,21,33,27,23,31,3,0,Moderate
Maharashtra,Nashik,"MPCB Sub R.O. Udyog Bhawan, Nashik",710,RIRuO,NA,53,23,31,27,24,30,2,0,Moderate
Maharashtra,Navi Mumbai,"T.B.I.A, Rabale Airoli, TTC",491,RIRuO,NA,109,23,64,45,33,56,9,0,High
Maharashtra,Navi Mumbai,"Dr. D.Y. Patil College, Nerul, TTC",492,RIRuO,NA,101,21,66,42,30,53,9,0,High
Maharashtra,Navi Mumbai,"MPCB Lab, Mhape, TTC",493,RIRuO,NA,72,22,64,44,32,55,9,0,High
Maharashtra,Navi Mumbai,CIDCO Nodal Office Kharghar,494,RIRuO,NA,102,25,68,42,32,52,8,0,High
Maharashtra,Navi Mumbai,"Water Pump House, Panvel, Taloja",495,RIRuO,NA,99,22,61,41,30,52,9,0,High
Maharashtra,Navi Mumbai,"MIDC Collom Facility Building, Taloja",496,RIRuO,NA,106,28,84,51,38,64,10,1,High
Maharashtra,Pune,"Maratha Chamber of commerce, Bhosari",312,RIRuO,NA,104,17,85,50,31,71,15,3,High
Maharashtra,Pune,State Electricity Board BLDG Nalstop,379,RIRuO,NA,102,23,119,62,39,83,18,17,Critical
Maharashtra,Pune,Swargate Police Chawki,381,RIRuO,NA,101,13,138,70,39,107,26,35,Critical
Maharashtra,Pune,"Bank of Baroda Builing, Near Pimpri-Chinchwad M.C Builiding",708,RIRuO,NA,103,18,88,49,24,75,19,6,High
Maharashtra,Roha,Roha Industrial Association office,572,RIRuO,NA,82,15,49,34,23,43,8,0,Moderate
Maharashtra,Roha,Filter House of MIDC Water works,573,RIRuO,NA,55,16,46,35,7,25,43,0,Moderate
Maharashtra,Sangli,"Udyog bhavan / SRO, MPCB Sangli",574,RIRuO,NA,104,16,76,34,20,58,15,0,Moderate
Maharashtra,Sangli,Sangli- Miraj Primary school Building,575,RIRuO,NA,104,14,74,38,20,64,17,0,Moderate
Maharashtra,Sangli,Krishna Valley School,576,RIRuO,NA,105,18,65,32,21,47,11,0,Moderate
Maharashtra,Solapur,WIT Campus,299,RIRuO,NA,105,31,40,35,33,37,2,0,Moderate
Maharashtra,Solapur,Voronoko School / Chitale Clinic,300,RIRuO,NA,103,31,44,35,33,37,2,0,Moderate
Maharashtra,Tarapur,"Plot No. AM-31, MIDC Office Compound",497,RIRuO,NA,Null,Null,Null,Null,Null,Null,Null,Null,Null
Maharashtra,Tarapur,"Police Chowki, Plot No. AM-08",498,RIRuO,NA,Null,Null,Null,Null,Null,Null,Null,Null,Null
Maharashtra,Tarapur,"Sports Stadium, Plot No.l -34",499,RIRuO,NA,Null,Null,Null,Null,Null,Null,Null,Null,Null
Maharashtra,Thane,"Maternity Hospital, Dhobighat, Thane East",303,RIRuO,NA,51,10,19,13,11,14,2,0,Low
Maharashtra,Thane,"Shahu Market,Naupada, Thane West",304,RIRuO,NA,54,11,19,14,12,15,2,0,Low
Maharashtra,Thane,"Kolshet and Balkum, Thane West",305,RIRuO,NA,30,11,17,13,12,14,1,0,Null
Maharashtra,Ulhasnagar,Smt. C. H. M. College Campus,647,RIRuO,NA,101,11,100,62,33,83,19,19,Critical
Maharashtra,Ulhasnagar,Octroi Naka,648,RIRuO,NA,102,19,118,73,40,100,24,48,Critical
Maharashtra,Jalna,"Bachat Bhawan, Near S P Office",706,RIRuO,NA,79,16,37,24,19,29,4,0,Moderate
Maharashtra,Jalna,"Krishidhan Seeds Ltd, MIDC Area",707,RIRuO,NA,78,14,39,26,21,30,4,0,Moderate
Maharashtra,Akola,"LRT Commerce College, Civil Lines, Akola",700,RIRuO,NA,71,6,12,9,8,10,1,0,Low
Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",701,RIRuO,NA,69,6,16,11,9,14,2,0,Low
Maharashtra,Akola,"College Of Engineering & Tech, Akola",702,RIRuO,NA,72,7,14,11,9,13,1,0,Low
Maharashtra,Nanded,Ganesh Nagar,703,RIRuO,NA,69,5,43,18,9,41,10,0,Low
Maharashtra,Nanded,"Mutha Chowk, Vazirabad",704,RIRuO,NA,70,2,67,25,9,59,16,0,Moderate
Maharashtra,Nanded,"Industrial Area, MIDC, CIDCO",705,RIRuO,NA,70,2,103,43,9,103,32,8,High
Manipur,Imphal,Secretariat Building,556,ES,Hill station,Null,Null,Null,Null,Null,Null,Null,Null,Null
Meghalaya,Byrnihat,"EPIP, Ri-Bhoi district",568,RIRuO,NA,99,5,34,17,11,24,5,0,Low
Meghalaya,Dawki,"Terrace building,Jaintia Hills District",588,RIRuO,NA,97,4,16,7,5,11,3,0,Low
Meghalaya,Tura,"PHED, Araimille, West Garo Hills District",608,RIRuO,NA,118,5,14,7,5,10,2,0,Low
Meghalaya,Shillong,State Tuberculosis Hospital,340,ES,Hill station,98,5,34,15,7,21,6,0,Low
Meghalaya,Shillong,"Boards Office Permises, Lumpyngngad",120,ES,Hill station,96,5,13,5,5,6,1,0,Low
Mizoram,Aizawl,"Khatla, M.G-Road, Mizoram SPCB",450,ES,Hill station,93,5,8,6,5,7,1,0,Low
Mizoram,Aizawl,Laipuitlang,451,ES,Hill station,96,5,8,5,5,5,1,0,Low
Mizoram,Aizawl,Bawngkawn,452,ES,Hill station,96,5,9,6,5,8,1,0,Low
Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui",737,ES,Hill station,1,5,5,5,5,5,Null,0,Null
Mizoram,Aizawl,"Lengpui Airport, Model Veng, Lengpui",738,ES,Hill station,1,5,5,5,5,5,Null,0,Null
Mizoram,Lunglei,"Thangkhuma Building, Salem Veng",735,ES,Hill station,3,5,5,5,5,5,0,0,Null
Mizoram,Lunglei,"K.Lalliantluanga, Chanmari I, Lunglei",736,ES,Hill station,4,5,5,5,5,5,0,0,Null
Mizoram,Kolasib,"H. Lalthuama Building, Project Veng",733,ES,Hill station,3,5,6,5,5,5,1,0,Null
Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn",734,ES,Hill station,3,5,5,5,5,5,1,0,Null
Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng",731,ES,Hill station,3,5,5,5,5,5,0,0,Null
Mizoram,Champhai,"Lalzidinga building, Vengthlang",732,ES,Hill station,1,6,6,6,6,6,Null,0,Null
Nagaland,Dimapur,Bank Colony,317,RIRuO,NA,104,5,22,6,5,8,3,0,Low
Nagaland,Dimapur,Dhobinala,448,RIRuO,NA,105,5,34,8,5,11,4,0,Low
Nagaland,Kohima,Opposite NST Office,609,ES,Hill station,104,5,11,5,5,5,1,0,Low
Nagaland,Kohima,Opposite War Cemetery,610,ES,Hill station,103,5,7,5,5,6,1,0,Low
Orissa,Angul,Industrial Estate,70,RIRuO,NA,101,12,26,20,17,24,3,0,Low
Orissa,Angul,NALCO Township,231,RIRuO,NA,68,13,23,19,15,22,3,0,Low
Orissa,Balasore,Sahadevkhunta,428,RIRuO,NA,103,9,14,12,11,13,1,0,Low
Orissa,Berhampur,Regional Office Orissa SPCB,429,RIRuO,NA,101,11,38,15,12,19,3,0,Low
Orissa,Bhubneshwar,Capital Police Station,424,RIRuO,NA,101,5,38,18,9,27,7,0,Low
Orissa,Bhubneshwar,IRC Village,423,RIRuO,NA,104,5,33,15,8,21,6,0,Low
Orissa,Bhubneshwar,SPCB Building,322,RIRuO,NA,99,5,41,16,10,22,7,0,Low
Orissa,Bhubneshwar,"Water works, Palasuni, Rasalgarh",687,RIRuO,NA,17,29,104,41,30,45,17,6,Null
Orissa,Bhubneshwar,"Patrapara, Khandagiri",686,RIRuO,NA,17,13,37,26,18,35,7,0,Null
Orissa,Bhubneshwar,Chandrashekharpur,688,RIRuO,NA,8,22,40,31,22,37,7,0,Null
Orissa,Cuttack,"Roof of Traffic Tower, Badambadi",426,RIRuO,NA,115,7,41,20,12,37,8,0,Low
Orissa,Cuttack,"R.O. Cuttack Office, Surya Vihar",425,RIRuO,NA,58,7,26,15,10,20,4,0,Low
Orissa,Rayagada,Regional Office Orissa SPCB,428,RIRuO,NA,108,9,51,22,17,24,4,0,Moderate
Orissa,Rayagada,"LPS High School, Jaykaypur",229,RIRuO,NA,104,17,27,22,19,25,2,0,Moderate
Orissa,Rourkela,"Regional Office, ORPB",370,RIRuO,NA,96,10,24,10,10,11,1,0,Low
Orissa,Rourkela,"IDL Police Out-post, Sonaparbat",227,RIRuO,NA,92,10,12,11,10,11,0,0,Low
Orissa,Sambalpur,"Filter Plant, PHD Office, Modipara",427,RIRuO,NA,109,9,20,14,12,16,2,0,Low
Orissa,Talcher,Coal Field Area,471,RIRuO,NA,2,20,21,21,20,21,1,0,Null
Orissa,Talcher,T.T.P.S.Colony,68,RIRuO,NA,103,12,26,19,16,22,2,0,Low
Punjab,Amritsar,R.O. Focal Point,487,RIRuO,NA,62,29,48,37,34,40,3,0,Moderate
Punjab,Amritsar,"A-1,Platers",486,RIRuO,NA,96,23,44,36,32,40,3,0,Moderate
Punjab,Bhatinda,"Bathinda Milk Producers, Dabwali Road",506,RIRuO,NA,95,13,38,22,15,30,6,0,Moderate
Punjab,Dera Bassi,"Punjab Chem and Crop Protection, Bhanakarpur Rd",504,RIRuO,NA,102,15,39,23,17,30,6,0,Moderate
Punjab,Dera Bassi,"Winsome Yarns Ltd., Barwala Road",505,RIRuO,NA,130,13,37,21,16,28,5,0,Moderate
Punjab,Pathankot/Dera Baba,C-PYTE Building,590,RIRuO,NA,111,12,36,14,13,15,2,0,Low
Punjab,Gobindgarh,"Modi Oil and General Mills, Mandi",302,RIRuO,NA,125,24,86,27,35,6,32,1,Moderate
Punjab,Gobindgarh,"Raj Steel Rolling Mills, Mandi",301,RIRuO,NA,112,22,94,33,28,36,7,1,Moderate
Punjab,Gobindgarh,"United Rolling Mills, Mandi Gobindgarh",483,RIRuO,NA,120,9,40,28,36,32,4,0,Moderate
Punjab,Jalandhar,Municipal Council Tubewell No. 27,353,RIRuO,NA,Null,Null,Null,Null,Null,Null,Null,Null,Null
Punjab,Jalandhar,Regional Office,176,RIRuO,NA,40,20,27,23,21,26,2,0,Null
Punjab,Jalandhar,"Punjab Maltex , Kapurthala Road",355,RIRuO,NA,21,21,29,25,22,28,2,0,Null
Punjab,Jalandhar,Focal Point,392,RIRuO,NA,7,24,31,28,26,30,3,0,Null
Punjab,Khanna,"Markfed Vanaspati, Khanna",485,RIRuO,NA,121,26,44,31,29,34,3,0,Moderate
Punjab,Khanna,"AS School, Khanna",484,RIRuO,NA,129,22,39,30,27,33,3,0,Moderate
Punjab,Ludhiana,Bharat Nagar Chowk,422,RIRuO,NA,113,19,34,29,26,31,3,0,Moderate
Punjab,Ludhiana,"Nahar Spining Mlls, Dholewal Chawk",76,RIRuO,NA,107,21,91,30,25,34,7,1,Moderate
Punjab,Ludhiana,"Ludhiana Coop. Milk Producer, Ferozpur Rd",61,RIRuO,NA,148,16,41,26,21,33,5,0,Moderate
Punjab,Ludhiana,"PPCB Office Building, Vishavkarma Chowk",335,RIRuO,NA,131,21,60,29,24,34,5,0,Moderate
Punjab,Naya Nangal,Punjab Alkalis & Chemicals Ltd,420,RIRuO,NA,119,12,27,17,13,22,3,0,Low
Punjab,Naya Nangal,"M/s NFL Guest House,Naya Nangal",421,RIRuO,NA,83,12,29,17,13,22,4,0,Low
Punjab,Patiala,"Ceylon Industries, Factory Area, Patiala",600,RIRuO,NA,101,10,32,20,16,27,5,0,Low
Punjab,Patiala,"Fire Brigade Station, Bahera Road, Patiala",599,RIRuO,NA,114,11,53,18,14,21,6,0,Low
Punjab,Batala,NA,NA,RIRuO,NA,Null,Null,Null,Null,Null,Null,Null,Null,Null
Puducherry,Puducherry,"DSTC Office Upstairs, AnnaNagar",64,RIRuO,NA,82,11,19,16,14,18,1,0,Low
Puducherry,Puducherry,PIPDIC Ind. Estate Mettupalayam,93,RIRuO,NA,70,15,19,17,15,18,1,0,Low
Puducherry,Puducherry,Chamber Of Commerce,337,RIRuO,NA,72,10,17,14,12,16,1,0,Low
Rajasthan,Alwar,Rajasthan State Pollution Control Board,372,ES,Aravali range,69,10,48,22,14,29,7,0,Moderate
Rajasthan,Alwar,Gaurav Solvex Ltd. MIA,373,ES,Aravali range,69,14,35,22,16,29,5,0,Moderate
Rajasthan,Alwar,"RIICO Pump House, MIA",219,ES,Aravali range,69,9,76,22,15,31,9,0,Moderate
Rajasthan,Jaipur,Ajmeri Gate,296,RIRuO,NA,107,26,3607,71,32,50,345,1,Critical
Rajasthan,Jaipur,"RJPB Office,Jhalana Doongari",298,RIRuO,NA,100,27,56,35,31,42,6,0,Moderate
Rajasthan,Jaipur,"District Education Officer, Chandpole",408,RIRuO,NA,103,25,83,39,31,54,10,1,Moderate
Rajasthan,Jaipur,"RIICO Office, M.I.A.",410,RIRuO,NA,98,25,54,34,30,43,6,0,Moderate
Rajasthan,Jaipur,"RSPCB, Vidyadhar Nagar",409,RIRuO,NA,102,14,85,38,30,58,12,1,Moderate
Rajasthan,Jaipur,VKIA,297,RIRuO,NA,93,22,55,36,30,42,5,0,Moderate
Rajasthan,Jodhpur,"DIC Office, Industrial Estate",413,RIRuO,NA,98,17,43,23,19,27,27,0,Moderate
Rajasthan,Jodhpur,Sojati Gate,273,RIRuO,NA,102,14,39,24,19,28,28,0,Moderate
Rajasthan,Jodhpur,"Basni Industrial Area, RIICO Office",274,RIRuO,NA,96,15,31,23,19,27,27,0,Moderate
Rajasthan,Jodhpur,Maha Mandir Police Thane,376,RIRuO,NA,99,13,32,22,19,27,27,0,Moderate
Rajasthan,Jodhpur,"Office of Housing Board, Chopasani Road",411,RIRuO,NA,101,11,29,22,19,27,27,0,Moderate
Rajasthan,Jodhpur,Shastri Nagar Police Thana,412,RIRuO,NA,100,14,35,24,19,29,29,0,Moderate
Rajasthan,Kota,"Regional Office, RJPB, Anantpura",17,RIRuO,NA,90,15,58,33,20,50,50,0,Moderate
Rajasthan,Kota,Municipal Corporation Building,326,RIRuO,NA,89,12,62,30,18,43,43,0,Moderate
Rajasthan,Kota,Samcore Glass Ltd.,325,RIRuO,NA,89,13,59,28,16,41,41,0,Moderate
Rajasthan,Udaipur,Ambamata,320,RIRuO,NA,103,18,38,24,20,30,30,0,Moderate
Rajasthan,Udaipur,Town Hall,294,RIRuO,NA,100,27,40,36,34,38,38,0,Moderate
Rajasthan,Udaipur,"Regional Office,MIA",321,RIRuO,NA,103,29,42,37,34,39,39,0,Moderate
Sikkim,Gangtok,White Hall Complex,521,ES,Hill station,Null,Null,Null,Null,Null,Null,Null,Null,Null
Sikkim,Gangtok,"Metro Point, Hospital Complex",522,ES,Hill station,Null,Null,Null,Null,Null,Null,Null,Null,Null
Tamilnadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam",38,RIRuO,NA,100,10,62,26,15,36,10,0,Moderate
Tamilnadu,Chennai,"Govt. High School, Manali",71,RIRuO,NA,95,12,68,25,13,38,12,0,Moderate
Tamilnadu,Chennai,Thiruvottiyur,72,RIRuO,NA,96,12,62,26,13,39,11,0,Moderate
Tamilnadu,Chennai,Madras Medical College,159,RIRuO,NA,91,5,37,12,5,20,7,0,Low
Tamilnadu,Chennai,"NEERI, CSIR CampusTaramani",160,RIRuO,NA,94,5,30,12,5,22,7,0,Low
Tamilnadu,Chennai,Thiruvottiyur Municipal Office,161,RIRuO,NA,93,5,32,12,5,19,6,0,Low
Tamilnadu,Chennai,Adiyar,437,RIRuO,NA,Null,Null,Null,Null,Null,Null,Null,Null,Null
Tamilnadu,Chennai,Kilpauk,NA,RIRuO,NA,Null,Null,Null,Null,Null,Null,Null,Null,Null
Tamilnadu,Chennai,Thiyagaraya Nagar,NA,RIRuO,NA,Null,Null,Null,Null,Null,Null,Null,Null,Null
Tamilnadu,Chennai,Vallar Nagar,NA,RIRuO,NA,Null,Null,Null,Null,Null,Null,Null,Null,Null
Tamilnadu,Chennai,Anna Nagar,NA,RIRuO,NA,Null,Null,Null,Null,Null,Null,Null,Null,Null
Tamilnadu,Coimbatore,"Poniarajapuram, On the top of DEL",375,RIRuO,NA,96,13,588,36,17,54,59,1,Moderate
Tamilnadu,Coimbatore,G.D.Matric Hr.Sec.School,238,RIRuO,NA,92,12,83,29,18,51,14,1,Moderate
Tamilnadu,Coimbatore,"SIDCO Office, Coimbatore/ Kurichi",237,RIRuO,NA,101,9,111,35,19,57,19,4,Moderate
Tamilnadu,Madurai,Highway (Project -I) Building,306,RIRuO,NA,96,16,28,24,21,26,2,0,Moderate
Tamilnadu,Madurai,Fenner (I) Ltd. Kochadai,307,RIRuO,NA,96,17,29,24,21,26,2,0,Moderate
Tamilnadu,Madurai,Kunnathur Chatram Avvai Girls HS School,308,RIRuO,NA,102,16,38,24,21,26,3,0,Moderate
Tamilnadu,Salem,Sowdeswari College Building,309,RIRuO,NA,144,13,46,21,17,26,4,0,Moderate
Tamilnadu,Tuticorin,"Fisheries College, Tuticorin Sipcot",239,RIRuO,NA,95,7,34,15,10,24,6,0,Low
Tamilnadu,Tuticorin,Raja Agencies,240,RIRuO,NA,95,9,57,15,9,22,8,0,Low
Tamilnadu,Tuticorin,AVM Jewellery Building,366,RIRuO,NA,101,8,46,14,9,21,7,0,Low
Tamilnadu,Trichy,Gandhi Market,NA,RIRuO,NA,Null,Null,Null,Null,Null,Null,Null,Null,Null
Tamilnadu,Trichy,Main Guard Gate,NA,RIRuO,NA,Null,Null,Null,Null,Null,Null,Null,Null,Null
Tamilnadu,Trichy,Bishop Heber College,NA,RIRuO,NA,Null,Null,Null,Null,Null,Null,Null,Null,Null
Tamilnadu,Trichy,Golden Rock,NA,RIRuO,NA,Null,Null,Null,Null,Null,Null,Null,Null,Null
Tamilnadu,Trichy,Central Bus Stand,NA,RIRuO,NA,Null,Null,Null,Null,Null,Null,Null,Null,Null
Uttar Pradesh,Agra,"Regional Office, Bodla",323,ES,Taj-trapezium,91,10,19,14,10,17,3,0,Low
Uttar Pradesh,Agra,Nunhai,324,ES,Taj-trapezium,93,11,27,18,13,23,4,0,Moderate
Uttar Pradesh,Agra,Taj Mahal,1,ES,Taj-trapezium,261,5,61,18,6,33,11,0,Moderate
Uttar Pradesh,Agra,DIC Nunhai,415,ES,Taj-trapezium,115,7,68,32,18,51,13,0,High
Uttar Pradesh,Agra,Etmad-uddaulah,416,ES,Taj-trapezium,117,6,61,24,10,42,13,0,Moderate
Uttar Pradesh,Agra,Rambagh,417,ES,Taj-trapezium,122,5,58,24,11,40,11,0,Moderate
Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,554,RIRuO,NA,42,11,47,26,17,40,8,0,Null
Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,555,RIRuO,NA,104,8,38,20,12,29,6,0,Low
Uttar Pradesh,Anpara,"Anpara Colony, Sonabhadra",6,RIRuO,NA,103,18,77,26,23,29,6,0,Moderate
Uttar Pradesh,Anpara,"Renusagar Colony, Sonabhadra",7,RIRuO,NA,103,18,56,26,22,29,4,0,Moderate
Uttar Pradesh,Bareily,IVRI Izatnaga,714,RIRuO,NA,83,15,285,51,17,218,79,11,High
Uttar Pradesh,Bareily,"Indian oetrol pump, Civil Line",715,RIRuO,NA,84,19,386,61,20,37,102,10,Critical
Uttar Pradesh,Firozabad,Center for Development of Glass Industry,399,ES,Taj-trapezium,50,35,83,45,37,64,11,2,High
Uttar Pradesh,Firozabad,Tilak Nagar,400,ES,Taj-trapezium,52,25,43,37,32,42,4,0,High
Uttar Pradesh,Firozabad,Raza ka Tal,401,ES,Taj-trapezium,53,30,46,37,33,41,3,0,High
Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar",140,RIRuO,NA,49,18,26,23,21,25,2,0,Null
Uttar Pradesh,Gajraula,"Indira Chowk, J.P. Nagar",139,RIRuO,NA,6,19,23,21,20,23,2,0,Null
Uttar Pradesh,Ghaziabad,"Atlas Cycles Industries, Sahibabad Ind. area",258,RIRuO,NA,95,34,44,40,37,42,2,0,Moderate
Uttar Pradesh,Ghaziabad,Bulandshaar Road Industrial Area,369,RIRuO,NA,91,29,52,38,34,40,3,0,Moderate
Uttar Pradesh,Jhansi,Jail Chauraha,517,RIRuO,NA,120,18,31,25,20,29,4,0,Moderate
Uttar Pradesh,Jhansi,Veeranga Nagar,518,RIRuO,NA,120,17,30,22,18,27,4,0,Moderate
Uttar Pradesh,Kanpur,"Forest & Training Centre, Kidwai Nagar",212,RIRuO,NA,59,23,47,38,30,46,6,0,Moderate
Uttar Pradesh,Kanpur,Chamber Of Commerce Darshanpurwa,98,RIRuO,NA,55,21,51,35,26,43,6,0,Moderate
Uttar Pradesh,Kanpur,"Associated Chem Pvt Ltd, Fazalganj, Panki, Site-5",86,RIRuO,NA,38,28,49,41,37,48,5,0,Null
Uttar Pradesh,Kanpur,Dabauli / Shastri NGR,391,RIRuO,NA,28,24,43,35,28,40,5,0,Null
Uttar Pradesh,Kanpur,Jajmau / Awas Vikas,395,RIRuO,NA,55,20,50,36,28,45,7,0,Moderate
Uttar Pradesh,Kanpur,"Vikas Nagar, Kanpur",439,RIRuO,NA,225,3,101,33,11,66,22,3,Moderate
Uttar Pradesh,Kanpur,"I.I.T. Campus, Kanpur",721,RIRuO,NA,71,5,36,13,5,20,6,0,Low
Uttar Pradesh,Kanpur,"Dada Nagar, Kanpur",722,RIRuO,NA,83,8,82,35,20,56,14,1,Moderate
Uttar Pradesh,Kanpur,"Ramadevi, Kanpur",723,RIRuO,NA,62,10,78,29,17,55,14,0,Moderate
Uttar Pradesh,Khurja,Central Glass & Ceramic Research Institute,534,RIRuO,NA,96,22,35,30,26,33,3,0,Moderate
Uttar Pradesh,Khurja,Ahirpara,535,RIRuO,NA,73,20,30,26,22,29,3,0,Moderate
Uttar Pradesh,Lucknow,Mahanagar,377,RIRuO,NA,104,27,39,32,30,35,2,0,Moderate
Uttar Pradesh,Lucknow,"Chandganj Garden, Aliganj",398,RIRuO,NA,107,28,36,32,30,35,2,0,Moderate
Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj",109,RIRuO,NA,103,28,93,33,30,34,8,2,Moderate
Uttar Pradesh,Lucknow,Talkatora,113,RIRuO,NA,105,27,39,34,32,36,2,0,Moderate
Uttar Pradesh,Lucknow,Aminabad / S.M.K Chowk,397,RIRuO,NA,107,26,100,33,30,35,7,1,Moderate
Uttar Pradesh,Meerut,Begum Bridge,550,RIRuO,NA,71,35,61,48,40,56,7,0,High
Uttar Pradesh,Meerut,Thana Railway Road / Kesarganj,551,RIRuO,NA,66,36,51,41,37,46,3,0,High
Uttar Pradesh,Muradabad,"Hindu College, Station Road",712,RIRuO,NA,102,14,48,26,17,38,7,0,Moderate
Uttar Pradesh,Muradabad,"Central Police Hospital, Civil Lines",713,RIRuO,NA,98,11,34,20,13,30,6,0,Low
Uttar Pradesh,Noida,"UP PPCB, E-12/1, Sector - 1",403,RIRuO,NA,96,27,59,44,33,56,8,0,High
